,sample,host,date,nsp7,nsp10,nsp9,rdrpb,e,orf4a,nsp2,n,nsp8,nsp4,orf8b,nsp3,nendou,m,rdrpa,nsp1,orf5,hel,2omethyltransferase,exon,s2,orf3,s1,nsp6,orf4b,nsp5
0,KJ477102,Camel,2013.7221045941715,0.0,0.0,0.0,0.0,0.0,0.0,0.0025252525252525255,0.001610305958132045,0.0016750418760469012,0.0006574621959237344,0.0058997050147492625,0.0021197668256491787,0.0029154518950437317,0.0,0.0,0.0,0.0044444444444444444,0.0005574136008918618,0.0,0.001272264631043257,0.0027685492801771874,0.0,0.0018214936247723133,0.001141552511415525,0.001349527665317139,0.0010893246187363835
1,OP712624,Camel,2016.6844262295083,0.004016064257028112,0.0,0.0,3.0,0.0,0.0,0.0025252525252525255,0.0008051529790660225,0.0016750418760469012,0.0019723865877712033,0.0,0.0022964140611199434,0.001943634596695821,0.0015151515151515152,0.0,0.0017271157167530224,0.005925925925925926,0.0005574136008918618,1.0,0.0006361323155216285,0.0011074197120708748,0.003205128205128205,0.004098360655737705,0.001141552511415525,0.008097165991902834,0.0010893246187363835
2,OP712625,Camel,2016.6844262295083,0.004016064257028112,0.0,0.0,3.0,0.0,0.0,0.0030303030303030303,0.0008051529790660225,0.0016750418760469012,0.0019723865877712033,0.0,0.0022964140611199434,0.001943634596695821,0.0015151515151515152,0.0,0.0017271157167530224,0.005925925925925926,0.0005574136008918618,1.0,0.0006361323155216285,0.0011074197120708748,0.003205128205128205,0.004098360655737705,0.001141552511415525,0.008097165991902834,0.0010893246187363835
3,KJ477103,Camel,2013.9986301369863,0.004016064257028112,0.0,0.0,2.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.0,0.0029498525073746312,0.0024730612965907085,0.0029154518950437317,0.0,0.0,0.0017271157167530224,0.0044444444444444444,0.0005574136008918618,0.0,0.0006361323155216285,0.0005537098560354374,0.003205128205128205,0.001366120218579235,0.001141552511415525,0.008097165991902834,0.002178649237472767
4,OP906306,Camel,2013.9986301369863,0.004016064257028112,0.0,0.0,2.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.0,0.0029498525073746312,0.0022964140611199434,0.0029154518950437317,0.0015151515151515152,0.0,0.0017271157167530224,0.0044444444444444444,0.0005574136008918618,0.0,0.0006361323155216285,0.0011074197120708748,0.003205128205128205,0.001366120218579235,0.001141552511415525,0.008097165991902834,0.002178649237472767
5,MK967708,Camel,2018.0013698630137,0.004016064257028112,0.0,0.0,2.0,0.0,0.0,0.0025252525252525255,0.0,0.0,0.0,0.0029498525073746312,0.0022964140611199434,0.0029154518950437317,0.0,0.0,0.0017271157167530224,0.0044444444444444444,0.0005574136008918618,0.0,0.0006361323155216285,0.0011074197120708748,0.003205128205128205,0.002276867030965392,0.001141552511415525,0.008097165991902834,0.002178649237472767
6,OP654178,Camel,2015.0150684931507,0.004016064257028112,0.0,0.0,2.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.0,0.0029498525073746312,0.0022964140611199434,0.0029154518950437317,0.0,0.0,0.0017271157167530224,0.0044444444444444444,0.0005574136008918618,0.0,0.0006361323155216285,0.0005537098560354374,0.003205128205128205,0.001366120218579235,0.001141552511415525,0.008097165991902834,0.002178649237472767
7,OP654179,Camel,2015.0013698630137,0.004016064257028112,0.0,0.0,2.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.0,0.0029498525073746312,0.0022964140611199434,0.0029154518950437317,0.0,0.0,0.0017271157167530224,0.005925925925925926,0.0005574136008918618,0.0,0.0006361323155216285,0.0016611295681063123,0.003205128205128205,0.001366120218579235,0.001141552511415525,0.008097165991902834,0.002178649237472767
8,OP712623,Camel,2015.0150684931507,0.004016064257028112,0.0,0.0,2.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.0,0.0029498525073746312,0.0022964140611199434,0.0029154518950437317,0.0,0.0,0.0017271157167530224,0.0044444444444444444,0.0005574136008918618,0.0,0.0006361323155216285,0.0016611295681063123,0.003205128205128205,0.001366120218579235,0.001141552511415525,0.008097165991902834,0.002178649237472767
9,MG923469,Camel,2015.168493150685,0.004016064257028112,0.0,0.0,3.0,0.0,0.0030303030303030303,0.0025252525252525255,0.0008051529790660225,0.0016750418760469012,0.0006574621959237344,0.0029498525073746312,0.0022964140611199434,0.001943634596695821,0.0,0.0,0.0017271157167530224,0.0014814814814814814,0.0016722408026755853,1.0,0.001272264631043257,0.0016611295681063123,0.003205128205128205,0.001366120218579235,0.001141552511415525,0.01349527665317139,0.0010893246187363835
10,MG923470,Camel,2015.1465753424657,0.004016064257028112,0.0,0.0,3.0,0.0,0.00909090909090909,0.0030303030303030303,0.0008051529790660225,0.0016750418760469012,0.0013149243918474688,0.0,0.0028263557675322383,0.0009718172983479105,0.0015151515151515152,0.0,0.0034542314335060447,0.0044444444444444444,0.0016722408026755853,1.0,0.0006361323155216285,0.0005537098560354374,0.003205128205128205,0.0009107468123861566,0.001141552511415525,0.014844804318488529,0.0010893246187363835
11,MG923471,Camel,2015.2095890410958,0.004016064257028112,0.0,0.0,3.0,0.0,0.00909090909090909,0.0030303030303030303,0.0008051529790660225,0.0016750418760469012,0.0013149243918474688,0.0,0.002649708532061473,0.0009718172983479105,0.0015151515151515152,0.0,0.0034542314335060447,0.0044444444444444444,0.0016722408026755853,1.0,0.0006361323155216285,0.0005537098560354374,0.003205128205128205,0.0009107468123861566,0.001141552511415525,0.014844804318488529,0.0010893246187363835
12,MG923473,Camel,2015.204109589041,0.0,0.0,0.0,3.0,0.0,0.0,0.0030303030303030303,0.001610305958132045,0.0,0.0013149243918474688,0.0058997050147492625,0.0024730612965907085,0.0009718172983479105,0.0,0.0,0.0,0.0014814814814814814,0.0016722408026755853,0.0,0.0,0.0022148394241417496,0.03205128205128205,0.0009107468123861566,0.001141552511415525,0.012145748987854251,0.0010893246187363835
13,KU201953,Camel,2015.0342465753424,0.0,0.0,0.0,0.0,0.0,0.0,0.0015151515151515152,0.00322061191626409,0.0,0.0,0.0,0.003003003003003003,0.001943634596695821,0.0015151515151515152,0.0,0.0034542314335060447,0.002962962962962963,0.0016722408026755853,0.0,0.001272264631043257,0.0022148394241417496,0.035256410256410256,0.0004553734061930783,0.001141552511415525,0.014844804318488529,0.002178649237472767
14,MG923472,Camel,2015.0342465753424,0.0,0.0,0.0,0.0,0.0,0.0,0.0015151515151515152,0.00322061191626409,0.0,0.0,0.0,0.003003003003003003,0.001943634596695821,0.0015151515151515152,0.0,0.0034542314335060447,0.002962962962962963,0.0016722408026755853,0.0,0.001272264631043257,0.0022148394241417496,0.035256410256410256,0.0004553734061930783,0.001141552511415525,0.014844804318488529,0.002178649237472767
15,KU201959,Camel,2015.0342465753424,0.0,0.0,0.0,0.0,0.0,0.0,0.0015151515151515152,0.00322061191626409,0.0,0.0,0.0,0.003003003003003003,0.001943634596695821,0.0015151515151515152,0.0,0.0034542314335060447,0.002962962962962963,0.0016722408026755853,0.0,0.001272264631043257,0.0022148394241417496,0.035256410256410256,0.0004553734061930783,0.001141552511415525,0.014844804318488529,0.002178649237472767
16,MG923479,Camel,2016.0969945355191,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0038862391803568272,0.0009718172983479105,0.0015151515151515152,0.0,0.0017271157167530224,0.0044444444444444444,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.016194331983805668,0.002178649237472767
17,MG923478,Camel,2016.0915300546449,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0042395336512983575,0.0009718172983479105,0.0015151515151515152,0.0,0.0017271157167530224,0.0044444444444444444,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.016194331983805668,0.002178649237472767
18,MG923480,Camel,2016.1024590163934,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0042395336512983575,0.0009718172983479105,0.0015151515151515152,0.0,0.0017271157167530224,0.0044444444444444444,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.016194331983805668,0.002178649237472767
19,MG923477,Camel,2016.129781420765,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0037095919448860626,0.0009718172983479105,0.0015151515151515152,0.0,0.0017271157167530224,0.005925925925925926,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.018893387314439947,0.002178649237472767
20,MG923474,Camel,2016.0642076502731,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.004062886415827592,0.0009718172983479105,0.0030303030303030303,0.0,0.0017271157167530224,0.005925925925925926,0.0016722408026755853,0.0,0.001272264631043257,0.0022148394241417496,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.017543859649122806,0.002178649237472767
21,MG923481,Camel,2016.127049180328,0.0,0.0,0.0,1.0,0.0,0.0030303030303030303,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0037095919448860626,0.001943634596695821,0.0015151515151515152,0.0,0.0017271157167530224,0.007407407407407408,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.003424657534246575,0.017543859649122806,0.002178649237472767
22,MG923476,Camel,2016.1243169398906,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0038862391803568272,0.0009718172983479105,0.0015151515151515152,0.0,0.0017271157167530224,0.005925925925925926,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.016194331983805668,0.002178649237472767
23,MG923475,Camel,2016.0915300546449,0.0,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.00322061191626409,0.0,0.0006574621959237344,0.0,0.0038862391803568272,0.0009718172983479105,0.0015151515151515152,0.0,0.0017271157167530224,0.005925925925925926,0.0016722408026755853,0.0,0.001272264631043257,0.0016611295681063123,0.02564102564102564,0.001366120218579235,0.00228310502283105,0.016194331983805668,0.002178649237472767
24,MK564475,Camel,2017.645205479452,0.0,0.0,0.0,2.0,0.004016064257028112,0.0030303030303030303,0.0015151515151515152,0.001610305958132045,0.0,0.0013149243918474688,0.0029498525073746312,0.003003003003003003,0.001943634596695821,0.0,0.0,0.0,0.002962962962962963,0.0011148272017837235,0.0,0.001272264631043257,0.0011074197120708748,0.03205128205128205,0.00273224043715847,0.001141552511415525,0.005398110661268556,0.002178649237472767
25,MK564474,Camel,2017.645205479452,0.0,0.0,0.0,2.0,0.004016064257028112,0.0030303030303030303,0.0015151515151515152,0.001610305958132045,0.0,0.0013149243918474688,0.0029498525073746312,0.003179650238473768,0.0009718172983479105,0.0,0.0,0.0,0.002962962962962963,0.0016722408026755853,0.0,0.001272264631043257,0.0011074197120708748,0.03205128205128205,0.002276867030965392,0.001141552511415525,0.005398110661268556,0.002178649237472767
26,OP866291,Camel,2019.886301369863,0.0,0.0,0.0030303030303030303,3.0,0.004016064257028112,0.006060606060606061,0.00202020202020202,0.004025764895330112,0.0,0.0013149243918474688,0.008849557522123894,0.003003003003003003,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0016722408026755853,0.0,0.0019083969465648854,0.0016611295681063123,0.03205128205128205,0.002276867030965392,0.00228310502283105,0.009446693657219974,0.002178649237472767
27,OP866292,Camel,2019.8890410958904,0.0,0.0,0.0030303030303030303,3.0,0.004016064257028112,0.006060606060606061,0.00202020202020202,0.004025764895330112,0.0,0.0013149243918474688,0.008849557522123894,0.003003003003003003,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0016722408026755853,0.0,0.0019083969465648854,0.0016611295681063123,0.035256410256410256,0.002276867030965392,0.00228310502283105,0.009446693657219974,0.002178649237472767
28,OP866290,Camel,2019.8835616438357,0.0,0.0,0.0030303030303030303,3.0,0.004016064257028112,0.006060606060606061,0.00202020202020202,0.004025764895330112,0.0,0.0013149243918474688,0.008849557522123894,0.003003003003003003,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0016722408026755853,0.0,0.0019083969465648854,0.0016611295681063123,0.035256410256410256,0.002276867030965392,0.00228310502283105,0.009446693657219974,0.002178649237472767
29,OP866294,Camel,2019.8945205479451,0.0,0.0,0.0030303030303030303,3.0,0.004016064257028112,0.006060606060606061,0.00202020202020202,0.004025764895330112,0.0,0.0013149243918474688,0.008849557522123894,0.003003003003003003,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0016722408026755853,0.0,0.0019083969465648854,0.0016611295681063123,0.035256410256410256,0.00273224043715847,0.00228310502283105,0.009446693657219974,0.002178649237472767
